"订单编号","下单时间","用户ID","来源ID","支付状态","支付方式","支付入口","充值金额","充值类型","次数/月份","会员名","邮箱","商品名字"
`400201707131445556901`,"2017-07-13 14:45:55","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131441011971`,"2017-07-13 14:41:01","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131441002420`,"2017-07-13 14:41:00","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131441001673`,"2017-07-13 14:41:00","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440598849`,"2017-07-13 14:40:59","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440428272`,"2017-07-13 14:40:42","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440411247`,"2017-07-13 14:40:41","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440354768`,"2017-07-13 14:40:35","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440348318`,"2017-07-13 14:40:34","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440298396`,"2017-07-13 14:40:29","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131440283379`,"2017-07-13 14:40:28","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131436039218`,"2017-07-13 14:36:03","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131436023606`,"2017-07-13 14:36:02","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131435386386`,"2017-07-13 14:35:38","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131435016113`,"2017-07-13 14:35:01","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131434591090`,"2017-07-13 14:34:59","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131434542596`,"2017-07-13 14:34:54","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131432463044`,"2017-07-13 14:32:46","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131432453574`,"2017-07-13 14:32:45","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131432384899`,"2017-07-13 14:32:38","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131431275607`,"2017-07-13 14:31:27","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131431258718`,"2017-07-13 14:31:25","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131431104911`,"2017-07-13 14:31:10","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131430568033`,"2017-07-13 14:30:56","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131430219273`,"2017-07-13 14:30:21","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131430121230`,"2017-07-13 14:30:12","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131429346292`,"2017-07-13 14:29:34","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131429343146`,"2017-07-13 14:29:34","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131429294612`,"2017-07-13 14:29:29","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131429229351`,"2017-07-13 14:29:22","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131429142927`,"2017-07-13 14:29:14","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131413222907`,"2017-07-13 14:13:22","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412524426`,"2017-07-13 14:12:52","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412521842`,"2017-07-13 14:12:52","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412447619`,"2017-07-13 14:12:44","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412125648`,"2017-07-13 14:12:12","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412123101`,"2017-07-13 14:12:12","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131412098843`,"2017-07-13 14:12:09","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411108799`,"2017-07-13 14:11:10","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411105705`,"2017-07-13 14:11:10","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411103872`,"2017-07-13 14:11:10","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411103638`,"2017-07-13 14:11:10","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411056425`,"2017-07-13 14:11:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411055029`,"2017-07-13 14:11:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411054488`,"2017-07-13 14:11:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411014321`,"2017-07-13 14:11:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131411002228`,"2017-07-13 14:11:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410571678`,"2017-07-13 14:10:57","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410518566`,"2017-07-13 14:10:51","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410506039`,"2017-07-13 14:10:50","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410504654`,"2017-07-13 14:10:50","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410445130`,"2017-07-13 14:10:44","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410443823`,"2017-07-13 14:10:44","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131410402424`,"2017-07-13 14:10:40","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408347645`,"2017-07-13 14:08:34","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408343368`,"2017-07-13 14:08:34","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408018060`,"2017-07-13 14:08:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408013668`,"2017-07-13 14:08:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408011066`,"2017-07-13 14:08:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408009961`,"2017-07-13 14:08:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408006558`,"2017-07-13 14:08:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408005907`,"2017-07-13 14:08:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131408002644`,"2017-07-13 14:08:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407595850`,"2017-07-13 14:07:59","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407477059`,"2017-07-13 14:07:47","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407468542`,"2017-07-13 14:07:46","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407463737`,"2017-07-13 14:07:46","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407463062`,"2017-07-13 14:07:46","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407462998`,"2017-07-13 14:07:46","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407457707`,"2017-07-13 14:07:45","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407426849`,"2017-07-13 14:07:42","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407422474`,"2017-07-13 14:07:42","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407417181`,"2017-07-13 14:07:41","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407416952`,"2017-07-13 14:07:41","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407357285`,"2017-07-13 14:07:35","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131407354968`,"2017-07-13 14:07:35","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405179245`,"2017-07-13 14:05:17","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405173708`,"2017-07-13 14:05:17","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405163258`,"2017-07-13 14:05:16","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405155407`,"2017-07-13 14:05:15","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405153880`,"2017-07-13 14:05:15","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405152465`,"2017-07-13 14:05:15","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405113793`,"2017-07-13 14:05:11","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707131405106044`,"2017-07-13 14:05:10","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707131405103470`,"2017-07-13 14:05:10","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131405091351`,"2017-07-13 14:05:09","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131405027642`,"2017-07-13 14:05:02","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131405022104`,"2017-07-13 14:05:02","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404507883`,"2017-07-13 14:04:50","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404499739`,"2017-07-13 14:04:49","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404497070`,"2017-07-13 14:04:49","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404484664`,"2017-07-13 14:04:48","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404432394`,"2017-07-13 14:04:43","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131404423088`,"2017-07-13 14:04:42","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131359224139`,"2017-07-13 13:59:22","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131359221416`,"2017-07-13 13:59:22","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131358565120`,"2017-07-13 13:58:56","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357458589`,"2017-07-13 13:57:45","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357448592`,"2017-07-13 13:57:44","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357371023`,"2017-07-13 13:57:37","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357228006`,"2017-07-13 13:57:22","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357213342`,"2017-07-13 13:57:21","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131357213221`,"2017-07-13 13:57:21","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131356476602`,"2017-07-13 13:56:47","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131356473849`,"2017-07-13 13:56:47","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131356436636`,"2017-07-13 13:56:43","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355386408`,"2017-07-13 13:55:38","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355385809`,"2017-07-13 13:55:38","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355385170`,"2017-07-13 13:55:38","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355379336`,"2017-07-13 13:55:37","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355373185`,"2017-07-13 13:55:37","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355212243`,"2017-07-13 13:55:21","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355205986`,"2017-07-13 13:55:20","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355205834`,"2017-07-13 13:55:20","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355202055`,"2017-07-13 13:55:20","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355018991`,"2017-07-13 13:55:01","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355012711`,"2017-07-13 13:55:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131355007344`,"2017-07-13 13:55:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131353154782`,"2017-07-13 13:53:15","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131353152594`,"2017-07-13 13:53:15","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131353129744`,"2017-07-13 13:53:12","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131353028663`,"2017-07-13 13:53:02","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131353025436`,"2017-07-13 13:53:02","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131352546675`,"2017-07-13 13:52:54","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131352085009`,"2017-07-13 13:52:08","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131352073289`,"2017-07-13 13:52:07","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131352073190`,"2017-07-13 13:52:07","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131352072957`,"2017-07-13 13:52:07","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707131351405252`,"2017-07-13 13:51:40","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131351347147`,"2017-07-13 13:51:34","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131145455250`,"2017-07-13 11:45:45","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131145056801`,"2017-07-13 11:45:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134513137`,"2017-07-13 11:34:51","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134503077`,"2017-07-13 11:34:50","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134499820`,"2017-07-13 11:34:49","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134494327`,"2017-07-13 11:34:49","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134492402`,"2017-07-13 11:34:49","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134491724`,"2017-07-13 11:34:49","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131134216715`,"2017-07-13 11:34:21","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131134135170`,"2017-07-13 11:34:13","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131134079794`,"2017-07-13 11:34:07","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131132058266`,"2017-07-13 11:32:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131127448875`,"2017-07-13 11:27:44","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131123461774`,"2017-07-13 11:23:46","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131123382580`,"2017-07-13 11:23:38","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131123236237`,"2017-07-13 11:23:23","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131123074185`,"2017-07-13 11:23:07","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131121076120`,"2017-07-13 11:21:07","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131120312187`,"2017-07-13 11:20:31","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131120305899`,"2017-07-13 11:20:30","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131120214718`,"2017-07-13 11:20:21","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119591229`,"2017-07-13 11:19:59","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119571390`,"2017-07-13 11:19:57","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119367288`,"2017-07-13 11:19:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119346927`,"2017-07-13 11:19:34","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119311230`,"2017-07-13 11:19:31","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119299248`,"2017-07-13 11:19:29","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131119287684`,"2017-07-13 11:19:28","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131118379870`,"2017-07-13 11:18:37","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131118365000`,"2017-07-13 11:18:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131118265166`,"2017-07-13 11:18:26","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131118122828`,"2017-07-13 11:18:12","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131117004526`,"2017-07-13 11:17:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131116503833`,"2017-07-13 11:16:50","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131116399069`,"2017-07-13 11:16:39","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131116147316`,"2017-07-13 11:16:14","2","pc","未支付","支付宝","local","10.000","次数","6","ceshi","","收费授权"
`400201707131114539250`,"2017-07-13 11:14:53","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131114285471`,"2017-07-13 11:14:28","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131114006657`,"2017-07-13 11:14:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131113583423`,"2017-07-13 11:13:58","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131113572199`,"2017-07-13 11:13:57","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131113437991`,"2017-07-13 11:13:43","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131113363045`,"2017-07-13 11:13:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131113053881`,"2017-07-13 11:13:05","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131112115931`,"2017-07-13 11:12:11","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131111329804`,"2017-07-13 11:11:32","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131111169269`,"2017-07-13 11:11:16","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131004228667`,"2017-07-13 10:04:22","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707131003014987`,"2017-07-13 10:03:01","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130954217189`,"2017-07-13 09:54:21","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130954206503`,"2017-07-13 09:54:20","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130954186212`,"2017-07-13 09:54:18","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953565450`,"2017-07-13 09:53:56","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953556546`,"2017-07-13 09:53:55","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953542298`,"2017-07-13 09:53:54","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953304126`,"2017-07-13 09:53:30","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953299382`,"2017-07-13 09:53:29","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953291215`,"2017-07-13 09:53:29","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953285476`,"2017-07-13 09:53:28","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953282659`,"2017-07-13 09:53:28","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953276806`,"2017-07-13 09:53:27","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953266800`,"2017-07-13 09:53:26","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953261161`,"2017-07-13 09:53:26","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953256035`,"2017-07-13 09:53:25","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130953239004`,"2017-07-13 09:53:23","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130952517659`,"2017-07-13 09:52:51","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130952334412`,"2017-07-13 09:52:33","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130952313543`,"2017-07-13 09:52:31","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130952308064`,"2017-07-13 09:52:30","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130952286107`,"2017-07-13 09:52:28","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130950291120`,"2017-07-13 09:50:29","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707130949401494`,"2017-07-13 09:49:40","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121648156200`,"2017-07-12 16:48:15","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121636468117`,"2017-07-12 16:36:46","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707121635518466`,"2017-07-12 16:35:51","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707121634577747`,"2017-07-12 16:34:57","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707121634375497`,"2017-07-12 16:34:37","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707121632258484`,"2017-07-12 16:32:25","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707121632227756`,"2017-07-12 16:32:22","2","pc","已支付","微信支付","local","9.500","一月","1","ceshi","","收费授权"
`400201707121631272686`,"2017-07-12 16:31:27","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707121631009015`,"2017-07-12 16:31:00","2","pc","已支付","微信支付","local","10.000","次数","6","ceshi","","收费授权"
`400201707121629341213`,"2017-07-12 16:29:34","2","pc","已支付","微信支付","local","22.000","次数","13","ceshi","","收费授权"
`400201707121629101524`,"2017-07-12 16:29:10","2","pc","已支付","微信支付","local","34.000","次数","20","ceshi","","收费授权"
`400201707121628301717`,"2017-07-12 16:28:30","2","pc","已支付","微信支付","local","22.000","次数","13","ceshi","","收费授权"
`400201707121627308384`,"2017-07-12 16:27:30","2","pc","未支付","支付宝","local","24.000","次数","14","ceshi","","收费授权"
`400201707121620494353`,"2017-07-12 16:20:49","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121617377590`,"2017-07-12 16:17:37","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121617369461`,"2017-07-12 16:17:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121617369032`,"2017-07-12 16:17:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121617364696`,"2017-07-12 16:17:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121617361230`,"2017-07-12 16:17:36","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121616529909`,"2017-07-12 16:16:52","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121616514907`,"2017-07-12 16:16:51","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121616513325`,"2017-07-12 16:16:51","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121616002082`,"2017-07-12 16:16:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121614136002`,"2017-07-12 16:14:13","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121613431921`,"2017-07-12 16:13:43","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
`400201707121611002863`,"2017-07-12 16:11:00","2","pc","未支付","支付宝","local","9.500","一月","1","ceshi","","收费授权"
