"订单编号","支付状态","发货状态","是否预售订单","下单时间","支付时间","发货时间","会员","客服","产品分类","产品名称","商品价格","成交价","数量","商品小计","订单总价","配送费用","已支付金额","支付手续费","优惠券使用金额","优惠券编号","优惠券面额","支付方式","收货人","省份","市","县/区","邮编"
`400201707131636077299`,"未支付","未发货","否","2017-07-13 16:36:07","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636076485`,"未支付","未发货","否","2017-07-13 16:36:07","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636066910`,"未支付","未发货","否","2017-07-13 16:36:06","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636066795`,"未支付","未发货","否","2017-07-13 16:36:06","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636066074`,"未支付","未发货","否","2017-07-13 16:36:06","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636013665`,"未支付","未发货","否","2017-07-13 16:36:01","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635579890`,"未支付","未发货","否","2017-07-13 16:35:57","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635537236`,"未支付","未发货","否","2017-07-13 16:35:53","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635499306`,"未支付","未发货","否","2017-07-13 16:35:49","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635459432`,"未支付","未发货","否","2017-07-13 16:35:45","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635442834`,"未支付","未发货","否","2017-07-13 16:35:44","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635412025`,"未支付","未发货","否","2017-07-13 16:35:41","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635362806`,"未支付","未发货","否","2017-07-13 16:35:36","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635335805`,"未支付","未发货","否","2017-07-13 16:35:33","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635308117`,"未支付","未发货","否","2017-07-13 16:35:30","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635301422`,"未支付","未发货","否","2017-07-13 16:35:30","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131635214521`,"未支付","未发货","否","2017-07-13 16:35:21","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131631555485`,"未支付","未发货","否","2017-07-13 16:31:55","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131631551272`,"未支付","未发货","否","2017-07-13 16:31:55","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131631527925`,"未支付","未发货","否","2017-07-13 16:31:52","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131630398609`,"未支付","未发货","否","2017-07-13 16:30:39","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131630325542`,"未支付","未发货","否","2017-07-13 16:30:32","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131630185444`,"未支付","未发货","否","2017-07-13 16:30:18","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131628251525`,"未支付","未发货","否","2017-07-13 16:28:25","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131627475318`,"未支付","未发货","否","2017-07-13 16:27:47","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131627474109`,"未支付","未发货","否","2017-07-13 16:27:47","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131627471213`,"未支付","未发货","否","2017-07-13 16:27:47","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131627441524`,"未支付","未发货","否","2017-07-13 16:27:44","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131627419906`,"未支付","未发货","否","2017-07-13 16:27:41","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131625401307`,"未支付","未发货","否","2017-07-13 16:25:40","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131625372476`,"未支付","未发货","否","2017-07-13 16:25:37","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131623078640`,"未支付","未发货","否","2017-07-13 16:23:07","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131623042376`,"未支付","未发货","否","2017-07-13 16:23:04","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131623031430`,"未支付","未发货","否","2017-07-13 16:23:03","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131623001403`,"未支付","未发货","否","2017-07-13 16:23:00","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621152738`,"未支付","未发货","否","2017-07-13 16:21:15","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621108593`,"未支付","未发货","否","2017-07-13 16:21:10","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621105113`,"未支付","未发货","否","2017-07-13 16:21:10","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621103763`,"未支付","未发货","否","2017-07-13 16:21:10","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621075676`,"未支付","未发货","否","2017-07-13 16:21:07","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131621023615`,"未支付","未发货","否","2017-07-13 16:21:02","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619318558`,"未支付","未发货","否","2017-07-13 16:19:31","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619317733`,"未支付","未发货","否","2017-07-13 16:19:31","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619316939`,"未支付","未发货","否","2017-07-13 16:19:31","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619315149`,"未支付","未发货","否","2017-07-13 16:19:31","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619281931`,"未支付","未发货","否","2017-07-13 16:19:28","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619243303`,"未支付","未发货","否","2017-07-13 16:19:24","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619164353`,"未支付","未发货","否","2017-07-13 16:19:16","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619162437`,"未支付","未发货","否","2017-07-13 16:19:16","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619087573`,"已支付","未发货","否","2017-07-13 16:19:08","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131619087387`,"未支付","未发货","否","2017-07-13 16:19:08","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619083639`,"未支付","未发货","否","2017-07-13 16:19:08","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619083574`,"未支付","未发货","否","2017-07-13 16:19:08","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131619075024`,"未支付","未发货","否","2017-07-13 16:19:07","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131618555118`,"已支付","未发货","否","2017-07-13 16:18:55","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131618483172`,"未支付","未发货","否","2017-07-13 16:18:48","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131618448076`,"未支付","未发货","否","2017-07-13 16:18:44","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131618415359`,"未支付","未发货","否","2017-07-13 16:18:41","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131610386050`,"未支付","未发货","否","2017-07-13 16:10:38","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131610292768`,"未支付","未发货","否","2017-07-13 16:10:29","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131610257742`,"未支付","未发货","否","2017-07-13 16:10:25","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131609163127`,"未支付","未发货","否","2017-07-13 16:09:16","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131609155581`,"未支付","未发货","否","2017-07-13 16:09:15","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131609122356`,"未支付","未发货","否","2017-07-13 16:09:12","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131607091555`,"未支付","未发货","否","2017-07-13 16:07:09","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131607083450`,"未支付","未发货","否","2017-07-13 16:07:08","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131607042766`,"未支付","未发货","否","2017-07-13 16:07:04","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131605192975`,"未支付","未发货","否","2017-07-13 16:05:19","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131605192079`,"未支付","未发货","否","2017-07-13 16:05:19","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131605142882`,"未支付","未发货","否","2017-07-13 16:05:14","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131604378884`,"未支付","未发货","否","2017-07-13 16:04:37","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131604377129`,"未支付","未发货","否","2017-07-13 16:04:37","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131604331374`,"未支付","未发货","否","2017-07-13 16:04:33","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603526837`,"未支付","未发货","否","2017-07-13 16:03:52","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603525292`,"未支付","未发货","否","2017-07-13 16:03:52","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603521930`,"未支付","未发货","否","2017-07-13 16:03:52","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603409893`,"未支付","未发货","否","2017-07-13 16:03:40","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603409098`,"未支付","未发货","否","2017-07-13 16:03:40","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131603267850`,"未支付","未发货","否","2017-07-13 16:03:26","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131601316966`,"已支付","未发货","否","2017-07-13 16:01:31","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131601305292`,"已支付","未发货","否","2017-07-13 16:01:30","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131601255395`,"已支付","未发货","否","2017-07-13 16:01:25","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131559519256`,"未支付","未发货","否","2017-07-13 15:59:51","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131559483117`,"未支付","未发货","否","2017-07-13 15:59:48","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131559419841`,"未支付","未发货","否","2017-07-13 15:59:41","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131559208311`,"未支付","未发货","否","2017-07-13 15:59:20","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131559204126`,"未支付","未发货","否","2017-07-13 15:59:20","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131558425869`,"未支付","未发货","否","2017-07-13 15:58:42","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552444671`,"未支付","未发货","否","2017-07-13 15:52:44","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552434991`,"未支付","未发货","否","2017-07-13 15:52:43","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552431065`,"未支付","未发货","否","2017-07-13 15:52:43","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552378439`,"未支付","未发货","否","2017-07-13 15:52:37","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552361875`,"未支付","未发货","否","2017-07-13 15:52:36","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131552324760`,"未支付","未发货","否","2017-07-13 15:52:32","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131551598795`,"未支付","未发货","否","2017-07-13 15:51:59","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131551585303`,"未支付","未发货","否","2017-07-13 15:51:58","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131551547666`,"未支付","未发货","否","2017-07-13 15:51:54","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131549129914`,"未支付","未发货","否","2017-07-13 15:49:12","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131549118450`,"未支付","未发货","否","2017-07-13 15:49:11","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131549114859`,"未支付","未发货","否","2017-07-13 15:49:11","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131548392860`,"未支付","未发货","否","2017-07-13 15:48:39","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131548384291`,"未支付","未发货","否","2017-07-13 15:48:38","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131548352024`,"未支付","未发货","否","2017-07-13 15:48:35","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131548212792`,"已支付","未发货","否","2017-07-13 15:48:21","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131547117152`,"已支付","未发货","否","2017-07-13 15:47:11","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131546012413`,"未支付","未发货","否","2017-07-13 15:46:01","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131542201412`,"未支付","未发货","否","2017-07-13 15:42:20","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541346938`,"未支付","未发货","否","2017-07-13 15:41:34","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541346278`,"未支付","未发货","否","2017-07-13 15:41:34","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541337695`,"未支付","未发货","否","2017-07-13 15:41:33","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541323222`,"未支付","未发货","否","2017-07-13 15:41:32","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541318288`,"未支付","未发货","否","2017-07-13 15:41:31","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541302869`,"未支付","未发货","否","2017-07-13 15:41:30","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541288473`,"未支付","未发货","否","2017-07-13 15:41:28","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541247363`,"未支付","未发货","否","2017-07-13 15:41:24","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131541237026`,"未支付","未发货","否","2017-07-13 15:41:23","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131530069069`,"未支付","未发货","否","2017-07-13 15:30:06","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131529465868`,"未支付","未发货","否","2017-07-13 15:29:46","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131529451786`,"未支付","未发货","否","2017-07-13 15:29:45","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131529424730`,"未支付","未发货","否","2017-07-13 15:29:42","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526557695`,"未支付","未发货","否","2017-07-13 15:26:55","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526541773`,"未支付","未发货","否","2017-07-13 15:26:54","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526539825`,"未支付","未发货","否","2017-07-13 15:26:53","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526488607`,"未支付","未发货","否","2017-07-13 15:26:48","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526475235`,"未支付","未发货","否","2017-07-13 15:26:47","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131526438423`,"未支付","未发货","否","2017-07-13 15:26:43","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131524033946`,"未支付","未发货","否","2017-07-13 15:24:03","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131524025194`,"未支付","未发货","否","2017-07-13 15:24:02","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131523582195`,"未支付","未发货","否","2017-07-13 15:23:58","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131522451196`,"未支付","未发货","否","2017-07-13 15:22:45","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131522448902`,"未支付","未发货","否","2017-07-13 15:22:44","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
